date,confirmed,vaccines,people_vaccinated,people_fully_vaccinated,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,contact_tracing,facial_coverings
23-07-2021,31332159,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000211401925624978,336819816,91062445,-3,-3,-2,-4,-2,-2,-2,3,2,1,4
24-07-2021,31371901,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000214004961368854,340387695,92763169,-3,-3,-2,-4,-2,-2,-2,3,2,1,4
25-07-2021,31411262,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000215015393301593,341802707,93393294,-3,-3,-2,-4,-2,-2,-2,3,2,1,4
26-07-2021,31440951,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000218333732840927,346516149,95396246,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
27-07-2021,31484605,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220430677875208,349324061,96832598,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
28-07-2021,31528114,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000222678477949396,352545271,98160986,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
29-07-2021,31572344,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000225310611195418,356140739,99893015,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
30-07-2021,31613993,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000228020425394805,359820313,101698166,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
31-07-2021,31655824,0,NA,NA,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
01-08-2021,31695958,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000233309477184039,367994586,104229053,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
02-08-2021,31726507,0,NA,NA,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
03-08-2021,31769132,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000239763422625133,378090597,107195973,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
04-08-2021,31812114,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000241767217016613,381126275,108216020,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
05-08-2021,31856757,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000244724348126666,385631050,109696545,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
06-08-2021,31895385,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000247531636043255,390041560,110968049,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
07-08-2021,31934455,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002503976530491,394378151,112432341,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
08-08-2021,31969954,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000251313782672017,395667593,112997166,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
09-08-2021,31998158,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000254196907194914,400158057,114342211,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
10-08-2021,32036511,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000256459854333673,403596088,115484436,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
11-08-2021,32077706,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000258727860210579,406980329,116690690,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
12-08-2021,32117826,0,NA,NA,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
13-08-2021,32156493,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026491301071925,416846115,119343788,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
14-08-2021,32192576,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000268695768507216,422575401,121270889,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
15-08-2021,32225513,0,NA,NA,-2,-3,-2,-4,-2,-2,-2,3,2,1,4
16-08-2021,32250679,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000271993038123018,428681772,121838266,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
17-08-2021,32285857,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000274957569348315,433454974,123065342,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
18-08-2021,32322258,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027773975131911,437698591,124452924,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
19-08-2021,32358829,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000279935474403898,441116044,125479664,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
20-08-2021,32393286,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000283201127770891,446102199,127103265,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
21-08-2021,32424234,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028476255109912,448292884,128072936,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
22-08-2021,32449306,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000286939406310959,451186857,129584967,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
23-08-2021,32474773,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028766440120406,452207578,130031652,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
24-08-2021,32512366,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000290872010750848,456880623,131850881,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
25-08-2021,32558530,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000295413330745959,463341344,134581894,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
26-08-2021,32603188,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000298608934003488,468130627,136260584,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
27-08-2021,32649947,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000304117428013716,476059071,139481456,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
28-08-2021,32695030,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000309218279823071,483512657,142352109,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
29-08-2021,32737939,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000312539925155641,488153607,144434244,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
30-08-2021,32768880,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000315858939588648,493077195,146228416,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
31-08-2021,32810845,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031857314553756,497002083,147797142,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
01-09-2021,32857937,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003268624262772,509668131,151908785,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
02-09-2021,32903289,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000330913127722481,515627968,154147659,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
03-09-2021,32945907,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003338178918266,519667854,155987081,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
04-09-2021,32988673,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000334850505824641,521015869,156729100,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
05-09-2021,33027621,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000338195599018697,525319361,159196152,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
06-09-2021,33058843,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000340141254235302,527862293,160591270,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
07-09-2021,33096718,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000345682121896974,536004002,163664402,-2,-2,-2,-4,-2,-2,-2,3,2,1,4
08-09-2021,33139981,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000351058744845671,543462433,167088377,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
09-09-2021,33174954,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000356176982825102,550694661,170215578,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
10-09-2021,33208330,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000357760212234676,552964723,171150008,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
11-09-2021,33236921,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000362362058729862,558984568,174444404,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
12-09-2021,33264175,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000365745995364994,563337272,176940864,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
13-09-2021,33289579,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000370689830147706,570046655,180237914,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
14-09-2021,33316755,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000371890162634278,571662310,181051759,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
15-09-2021,33347325,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000037615723271817,576856263,184494452,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
16-09-2021,33381728,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000381093406024912,582842108,188499533,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
17-09-2021,33417390,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000384080630179388,586105233,191282617,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
18-09-2021,33448163,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000393283723868132,597205296,198809823,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
19-09-2021,33478419,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000397613506198516,602206789,202571907,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
20-09-2021,33504534,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000401296182590801,606563237,205669279,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
21-09-2021,33531498,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000406041063560786,612360533,209475729,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
22-09-2021,33563421,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000408739507333399,615659928,211638045,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
23-09-2021,33594803,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000413651440791425,621209052,216030785,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
24-09-2021,33624419,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000418796630545903,627322598,220331219,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
25-09-2021,33652745,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042102134984938,629574531,222582168,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
26-09-2021,33678786,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000422817301693098,631601656,224190090,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
27-09-2021,33697581,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000429231444711698,639303166,229470950,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
28-09-2021,33716451,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000431440187414385,641845931,231398730,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
29-09-2021,33739980,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434625825861903,645293313,234399152,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
30-09-2021,33766707,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000437952284381996,648949043,237476249,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
01-10-2021,33791061,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000441301403222934,652744197,240459787,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
02-10-2021,33813903,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000445155256563271,656956299,244047971,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
03-10-2021,33834702,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000447700289000325,659744381,246411092,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
04-10-2021,33853048,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000045013349116064,662266667,248813662,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
05-10-2021,33871881,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000453616120866989,666078231,252051019,-2,-2,-2,-2,-2,-2,-2,3,2,1,4
06-10-2021,33894312,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000456282939497612,668975929,254551022,-2,-2,-2,-2,0,-2,-2,3,2,1,4
07-10-2021,33915569,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000458084751453956,670864526,256309333,-2,-2,-2,-2,0,-2,-2,3,2,1,4
08-10-2021,33935309,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000462059958186355,675161305,260058462,-2,-2,-2,-2,0,-2,-2,3,2,1,4
09-10-2021,33953475,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000465920661746871,679245181,263788737,-2,-2,-2,-2,0,-2,-2,3,2,1,4
10-10-2021,33971607,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000469925515382415,683498355,267641477,-2,-2,-2,-2,0,-2,-2,3,2,1,4
11-10-2021,33985920,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000471787284675209,685337489,269570606,-2,-2,-2,-2,0,-2,-2,3,2,1,4
12-10-2021,34001743,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000474964884674669,688686928,272652701,-2,-2,-2,-2,0,-2,-2,2,2,1,4
13-10-2021,34020730,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000477220155021423,690968314,274936033,-2,-2,-2,-2,0,-2,-2,2,2,1,4
14-10-2021,34037592,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000478434422135469,692134805,276227246,-2,-2,-2,-2,0,-2,-2,2,2,1,4
15-10-2021,34053573,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000479818495659466,693416137,277747310,-2,-2,-2,-2,0,-2,-2,2,2,1,4
16-10-2021,34067719,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000048057080694806,693992112,278694030,-2,-2,-2,-2,0,-2,-2,2,2,1,4
17-10-2021,34081315,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000482378372792916,695536360,280808336,-2,-2,-2,-2,0,-2,-2,2,2,1,4
18-10-2021,34094373,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000483667904879318,696638920,282315818,-2,-1,-2,-2,0,-2,-2,2,2,1,4
19-10-2021,34108996,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000487698647060638,700140298,286972753,-2,-1,-2,-2,0,-2,-2,2,2,1,4
